x,y
0.0,1.490142459033698
0.20202020202020202,0.49361128256936954
0.40404040404040403,3.7557620504938294
0.6060606060606061,7.277896302166155
0.8080808080808081,2.890288344625332
1.0101010101010102,3.7582482161567223
1.2121212121212122,10.046477904461067
1.4141414141414141,8.436095776835089
1.6161616161616161,5.523831128517026
1.8181818181818181,9.328916527589469
2.0202020202020203,7.047794226479598
2.2222222222222223,7.74313509896461
2.4242424242424243,10.5319437757213
2.6262626262626263,4.693766322520371
2.8282828282828283,5.846972342608307
3.0303030303030303,9.882703895636215
3.2323232323232323,9.038199406698237
3.4343434343434343,13.485825529701767
3.6363636363636362,10.245060661074751
3.8383838383838382,9.118735097674245
4.040404040404041,18.100778192586585
4.242424242424242,13.337960176359699
4.444444444444445,14.494575953267079
4.646464646464646,10.26202197742703
4.848484848484849,13.117624934367676
5.05050505050505,15.271240735818518
5.252525252525253,11.649620569401916
5.454545454545454,16.373727654078635
5.656565656565657,13.572334141618034
5.858585858585858,14.614217589393586
6.0606060606060606,13.790635467323481
6.262626262626262,21.254517575054606
6.4646464646464645,15.758699899268729
6.666666666666667,12.731262028297028
6.8686868686868685,18.485003673145005
7.070707070707071,12.479579959630161
7.2727272727272725,16.90908852354349
7.474747474747475,10.563236567968554
7.6767676767676765,12.640320494746348
7.878787878787879,17.424263407660305
8.080808080808081,19.287069931389627
8.282828282828282,17.855677467197136
8.484848484848484,17.29883933561593
8.686868686868687,17.083041208276516
8.88888888888889,13.929387783404827
9.09090909090909,16.623345004124882
9.292929292929292,17.85909580752702
9.494949494949495,22.91120218558074
9.696969696969697,21.310266139106915
9.8989898989899,15.570266981551212
10.1010101010101,22.45125212692564
10.303030303030303,20.981834852526262
10.505050505050505,20.80130581775618
10.707070707070708,25.397063145523493
10.909090909090908,27.41767480693947
11.11111111111111,27.911212075211086
11.313131313131313,23.419535785771426
11.515151515151516,25.8532801827495
11.717171717171716,28.63889626381653
11.919191919191919,31.452728528104398
12.121212121212121,27.98252369127418
12.323232323232324,29.766024195940695
12.525252525252524,27.911896005964188
12.727272727272727,28.55101914462093
12.929292929292929,35.48267751985456
13.131313131313131,38.01192218870553
13.333333333333334,34.613907890877215
13.535353535353535,38.71201616016251
13.737373737373737,37.638812301562865
13.93939393939394,35.448497378465106
14.141414141414142,39.27214936085747
14.343434343434343,43.577282951118086
14.545454545454545,39.59925653451554
14.747474747474747,45.1101462442452
14.94949494949495,33.23029577839315
15.15151515151515,44.19067424802084
15.353535353535353,42.582334220088185
15.555555555555555,41.98025840126678
15.757575757575758,43.66799108709034
15.959595959595958,37.90466539091651
16.161616161616163,43.642564698430014
16.363636363636363,45.76739334595956
16.565656565656564,49.48560732206381
16.767676767676768,43.81589918189811
16.96969696969697,43.22882763212111
17.171717171717173,44.399707431566696
17.373737373737374,48.87151980169872
17.575757575757574,47.30446892447098
17.77777777777778,44.89758654704046
17.97979797979798,48.17449981118944
18.18181818181818,47.05658093784358
18.383838383838384,49.78857123249483
18.585858585858585,44.88435513758624
18.78787878787879,46.110045246148225
18.98989898989899,46.01796717374841
19.19191919191919,42.907865806089234
19.393939393939394,48.297836812400675
19.595959595959595,48.3146698718151
19.7979797979798,47.68373991434178
20.0,47.12015415631708
